username,rating,content,at,sentiment
Pengguna Google,1,mau login aja susah,2024-09-08 14:46:32,negatif
Pengguna Google,1,😡,2024-09-07 12:02:55,negatif
Pengguna Google,1,"Maaf ini kenapa aplikasinya tidak bisa masuk saya sudah berapa kali verifikasi dan tidak bisa melihat jadwal kuliah saya, saat saya keluar dari aplikasi disuruh verifikasi lagi tolong di respon, saya tidak bisa menggunakan aplikasinya entah hp saya ada sedikit bug pasti ada kendala di aplikasinya mohon di bantu",2024-09-07 05:57:09,negatif
Pengguna Google,2,Durasi ngirim kodenya lama banget buat daftar akunnya.,2024-09-05 16:15:29,negatif
Pengguna Google,1,Kenapa login masuk dengan akun siakad tidak bisa muncul terjadi kesalah pada server,2024-09-05 14:48:13,negatif
Pengguna Google,1,Kode registrasi nya lambat nyampai di email gimana mau daftar,2024-09-04 17:26:02,negatif
Pengguna Google,1,"aplikasihnya bikin kesal, karna tidak bisa masuk ke aplikasinya padahal saya sudah pastikan, akun siakadnya benar tu, tapi malas suru verivikasi ulang keamannya dan saya mengikuti arahannya eh malas minta kode melalu email yg di kirim tapi kode itu tdak tau muncul ke emailnya yg saya daftar gimana saya verifikasinya, saya kesal bnget si....................................",2024-09-04 15:57:16,negatif
Pengguna Google,1,"tidak bisa login, kesalahan server mulu",2024-09-04 14:56:44,negatif
Pengguna Google,5,"saya beri saran ditambahkan widget, agar semakin mudah saat melihat jadwal tidak perlu buka apk lagi",2024-09-03 22:02:41,positif
Pengguna Google,4,Beberapa Akun tak bisa diganti Photo profilnya kenapa ya min,2024-09-01 22:29:32,positif
Pengguna Google,5,ntaps,2024-09-01 19:01:47,positif
Pengguna Google,1,"Tidak bisa masuk, padahal sudah sesuai akunnya dengan Siakad, disuruh ganti email malah tidak bisa.",2024-08-29 21:19:19,negatif
Pengguna Google,2,"Apk nya Masi belum sempurna, Masi banyak bug system dan sebagainya, untuk pengisian KRS aja Masi banyak kendala, mohon di perbaiki lagi untuk kedepannya..",2024-08-26 21:24:23,negatif
Pengguna Google,1,gajelas,2024-08-26 01:13:36,negatif
Pengguna Google,5,Terimakasih banyak kak dan kaknya respon dengan cepat apa kendala yang saya hadapi serta kaknya baik...,2024-08-23 14:25:18,positif
Pengguna Google,1,Setiap ingin daftar siakad selalu kesalahan server tolong perbaiki lagi aplikasi,2024-08-21 10:10:12,negatif
Pengguna Google,5,Filipus Hottua E.M Nainggolan Ganteng,2024-08-19 18:41:00,positif
Pengguna Google,5,"Udah bisa di hubungkan ke Drive sekarang. Tapi sayang lama banget, diperbaiki nya. Saya komen dari tanggal 20/06/24. Baru sekarang bisa dihubungkan, itupun modal iseng aj. Padahal niat mau uninstall sebab sudah gak ada Mata kuliah yang butuh edlink lagi. Ya udahlah. Thanks",2024-08-13 19:17:24,positif
Pengguna Google,5,😍,2024-08-13 12:11:48,positif
Pengguna Google,1,"JELEK, GAGAL TERUS. NYUSAHIN.",2024-08-12 12:31:13,negatif
Pengguna Google,1,"Gaada notif jatuh tempo keuangan, jadi gatau tiba2 liat pembayaran jatuh tempo, minimal kasih tau dong kalau udah mendekati jatuh tempo, jadi kaget",2024-08-05 14:57:14,negatif
Pengguna Google,5,"Oke, aplikasi sudah diverifikasi google dan sip",2024-08-02 13:46:52,positif
Pengguna Google,5,Mantap...,2024-07-29 16:49:03,positif
Pengguna Google,1,Aplikasi ribet,2024-07-25 11:30:45,negatif
Pengguna Google,5,Tingkatkan,2024-07-18 12:48:33,positif
Pengguna Google,5,⭐1000,2024-07-17 21:36:39,positif
Pengguna Google,5,Recommended,2024-07-14 06:30:14,positif
Pengguna Google,5,Lebih baik,2024-07-13 09:21:04,positif
Pengguna Google,1,Tolongdong ini edlink kok tiba tiba gak bisa ngumpulin tugas ya,2024-07-09 22:03:48,negatif
Pengguna Google,4,Apakah edlink bisa di-update,2024-07-09 15:12:44,positif
Pengguna Google,4,"memori buat beekasnya terlalu kecil, sedangkan kami para mahasiswa butuh banyak lgi memori buat berkas biar pengumpulan tugas kami tidak terhambat",2024-07-05 20:47:39,positif
Pengguna Google,2,Min saya tidk mendapatkan otp sudah satu hari gk ada otp masuk,2024-06-30 12:55:26,negatif
Pengguna Google,1,"Aplikasi gajelassssssssssssss, informasj akademik dibatasi, mau lihat transkip nilai sendiri pun ditutup, apalah ni aplikasi",2024-06-26 19:54:49,negatif
Pengguna Google,1,"Sulit di gunakan, padahal udah masukan sandi yg sesuai dengan siakad sebelum malah ga bisa login",2024-06-26 19:40:57,negatif
Pengguna Google,1,"Di katakan kalau akan d berikan kodenya lewat email sudh 50x saya ulangi terus tapi tidak linknya yang muncul,, mohon untuk solusinya bagaimana yaa🙏🏻",2024-06-26 18:20:18,negatif
Pengguna Google,2,Halo ed link kenapa saya harus login ulang ketika app nya tidak pernah dipakai,2024-06-15 18:41:42,negatif
Pengguna Google,2,Hallo kenapa saya tidak bisa mengirimkan tugas ya?bilangnya penyimpan penuh Sama di upgrade ke edlink pro padahal penyimpanan saya masih banyak,2024-06-12 17:55:25,negatif
Pengguna Google,5,Good luck,2024-06-11 09:45:00,positif
Pengguna Google,1,Kok nggak bisa dibuka ya aplikasi nya? Tolong dong diperbaiki lagi aplikasi nya,2024-06-09 20:50:31,negatif
Pengguna Google,4,Aplikasi ini sangat membantu dan membuat belajar menjadi lebih mudah. Terima kasih.,2024-06-04 09:44:33,positif
Pengguna Google,1,lelet abiezz,2024-06-03 16:59:54,negatif
Pengguna Google,4,tolong fix pas mau buka berkasnya kadang bisa di buka kadang gak harus di download dulu baru bisa,2024-06-03 15:56:43,positif
Pengguna Google,1,Sering log out sendiri,2024-05-26 16:29:35,negatif
Pengguna Google,1,"Kode verifikasi kok gk ada di gmail kirim berulang ulang gk nimbul juga,aplikasi menyusah kan",2024-05-25 10:46:24,negatif
Pengguna Google,4,Bagusss,2024-05-12 01:35:32,positif
Pengguna Google,1,Sering logout+notif tugas jarang masuk,2024-05-09 14:15:29,negatif
Pengguna Google,1,Lelet apknya,2024-04-22 23:25:35,negatif
Pengguna Google,1,"Kadang2 suka error melulu min, kenapa sih !?",2024-04-22 23:20:49,negatif
Pengguna Google,5,"Hi edlink, mohon untuk fitur chat di update lagi agar ada tanda notif chat terbaru, soalnya gak bisa bedain mana chat yang sudah dibaca dengan yang belum",2024-04-22 11:36:08,positif
Pengguna Google,4,EdLink saya ga ka tersambung trus sama Uin nya gimana minn,2024-04-21 17:51:34,positif
Pengguna Google,1,Kode verifikasinya ga ada tuh kekirim d akun gogle,2024-04-16 16:13:37,negatif
Pengguna Google,1,Aplikasi yang sangat cocok untuk orang ambis,2024-04-12 20:18:02,negatif
Pengguna Google,4,okee,2024-03-28 08:39:26,positif
Pengguna Google,4,Kemudahan pemakaian,2024-03-25 04:26:19,positif
Pengguna Google,2,Aplikasi nya sering keluar mulu.. Apalagi saat ngumpulin tugas masa tugas nya tiba2 ilang padahal tulisan nya berhasil upload jadinya tugasnya gak ke kumpul dan tidak bisa upload ulang karena udah ditutup deadline tugasnya,2024-03-22 15:59:49,negatif
Pengguna Google,5,"Lancar untuk mencek jadwal, bimbingan dan lainnya",2024-03-22 14:34:19,positif
Pengguna Google,1,"Sebenarnya aplikasinya sangat lengkap dan sangat membantu, tapi apabila dosen mengirimkan draft tugas tidak masuk di edlink. Di siakad memang masuk notifikasinya tpi terlalu ribet menggunakan siakad yg harus login setiap kali ingin masuk. Terkadang ketika dosen mengirimkan tugas kita tidak tahu karena notifikasi di edlink tidak masuk. Penggunaan siakad juga terlalu ribet digunakan dihp. Tolong untuk diperbaiki lagi. Terima kasih.",2024-03-20 16:35:22,negatif
Pengguna Google,5,Bagus aja si simpel,2024-03-20 09:03:35,positif
Pengguna Google,2,Guwe siih baru mu cobah ini kalau bagus ya pake aplikasihnya,2024-03-18 10:48:09,negatif
Pengguna Google,1,Kok sekarang ga bisa login ya padahal password dan username sudah benar,2024-03-18 10:36:11,negatif
Pengguna Google,1,Tidak bisa login di redmi note 5,2024-03-18 10:21:48,negatif
Pengguna Google,1,"Padahal sinyal/jaringan bagus tapi tiap mau buka materi/kelas leletnya luar biasa, udh dicoba berkali-kali masih aja",2024-03-17 14:45:03,negatif
Pengguna Google,1,"Suka ada msalah sm jaringan, ga di hp ga di laptop, dibuka tulisannya ada masalah jaringan padahal pas buka ytb masih lancar. & makasih udah buat kuisnya bermasalah terus, padahal udah jawab semua soal trus tinggal kumpul, pas kumpul malah ngulang dari awal, pas ngejawab ada tulisan waktu habis, trus ku tekan satu2 jwaban nomor masi gabisa. pas no 10 teken berikutnya malah kekumpul😠 gimana ini?",2024-03-14 10:27:40,negatif
Pengguna Google,5,Mnatap,2024-03-09 10:11:27,positif
Pengguna Google,1,Setelah pembaruan bukannya tambah optimal malah tambah buruk... Payah,2024-03-04 07:28:12,negatif
Pengguna Google,2,Aplikasinya susah didownload 🙁,2024-02-26 09:44:34,negatif
Pengguna Google,2,"Permisi min, kok detail tugas dan sesi saya malah jadi ngga terlihat ya ini gimana?",2024-02-26 09:37:29,negatif
Pengguna Google,5,Bagus juga ni aplikasi,2024-02-26 07:45:40,positif
Pengguna Google,1,"Apk cuma bikin susah pengguna saja, dimana² eror",2024-02-25 22:55:35,negatif
Pengguna Google,1,Jelek banget,2024-02-23 13:59:06,negatif
Pengguna Google,1,"Aplikasinya ga bisa dipakek, scan barcode gagal terus",2024-02-21 17:22:41,negatif
Pengguna Google,1,Saya tidak ada detailnya,2024-02-21 11:46:25,negatif
Pengguna Google,2,"assalamu'alaikum pak, tolong tambahin lokasi kelas untuk setiap dosenya pak",2024-02-21 07:52:15,negatif
Pengguna Google,1,Tolong di perbaiki agar di permudah isi KRS nya lah kadang terkeluar sendiri,2024-02-20 14:37:55,negatif
Pengguna Google,1,Aplikasi jelek mau masukin pw udah benar tapi dikira salah,2024-02-17 18:12:07,negatif
Pengguna Google,1,"Siapa suruh dunlut apk g guna ini jir,pke dunlut otomatis",2024-02-09 12:05:19,negatif
Pengguna Google,1,"Akun saya keluar sendiri , saat coba masuk dengan siakad muncul pesan terjadi kesalahan pada sistem ,tolong di perbaiki",2024-02-04 08:09:36,negatif
Pengguna Google,1,Kok nggak bisa didownload yaaa,2024-02-03 10:33:00,negatif
Pengguna Google,4,Sangat bergunaa,2024-02-01 08:42:39,positif
Pengguna Google,5,"Hi EdLink. Saya mengusulkan model subscribe platform client individu untuk pengajar. Jadi semisal Dari perguruan tinggi masih menggunakan yang basic, Dosen pengampu bisa menggunakan fitur premium dengan swadaya. Terimakasih semoga dipertimbangkan.",2024-01-30 07:54:42,positif
Pengguna Google,1,"Tolong kenapa ya suka keluar tiba² padahal udah berusaha buat login di google tp susah skli buat di pencet, tolong kerja sama nya, jangan sampai keluar tiba² dengan sendirinya, tolong dong biar bisa login lagi lewat google",2024-01-29 16:12:21,negatif
Pengguna Google,4,pindah sistem nilainya ketinggalan yg di sistem yg dulu pas udah perbaikan nilaipun blm semuanya masuk di edlink,2024-01-21 17:44:15,positif
Pengguna Google,1,"pembayarannya VA bjb? ga semua orang pake bjb woii astaga, harus ke kampus? yang di luar kota gimana?",2024-01-20 12:40:36,negatif
Pengguna Google,2,"Notif gak masuk sama sekali, errorr.",2024-01-17 14:53:06,negatif
Pengguna Google,1,"Aplikasi ini sumpah jelek banget bikin ribet, kendala di aplikasi ini banyak banget😭 ga layak bahkan di kasih bintang 1 aja 😭",2024-01-12 20:28:34,negatif
Pengguna Google,1,Knp sy tidak bisa masuk ke akun edlink sy?...,2024-01-11 10:39:52,negatif
Pengguna Google,1,"Apk rusak, maksa banget bikin apk",2024-01-05 19:53:42,negatif
Pengguna Google,1,Scan barcode presentasi selalu Ga Valid,2024-01-02 13:12:38,negatif
Pengguna Google,1,"Saya udah kumpul tugas, tapi file tugas yang sudah dikumpulkan hilang semua. Gimana solusinya ya kak?",2023-12-31 11:52:55,negatif
Pengguna Google,2,"Tolong kepada pihak apk sevima, akun saya saat akan mengakses materi dari dosen saya malah twetulis dibatasi. Tolong solusinya 🙏",2023-12-27 16:41:04,negatif
Pengguna Google,5,Universitas Mpu Tantular,2023-12-26 17:56:56,positif
Pengguna Google,1,"aneh kenapa tiba tiba keluar sendiri dari akun saya dan ketika masuk ga terhubung dengan kelas di perguruan tinggi, sangat menggangu ini! mau mengirimkan tugas tidak bisa juga, jangan sampai tugas yang udah saya kumpulkan hilang semua",2023-12-26 06:50:17,negatif
Pengguna Google,1,"Suruh kasih izin mulu, padahal udah dikasih izin penyimpanan, kocak nih aplikasi ga stabil",2023-12-22 17:58:18,negatif
Pengguna Google,1,"Kenapa kodenya tidak muncul"" di Gmail yang di pakai",2023-12-14 15:15:12,negatif
Pengguna Google,1,"Saya tidak bisa login, ketitka login malah disuruh melengkapi data katanya untuk ke amanan tetapi saya tidak mendapatkan kode verifikasi yany di kirim ke email, bahkan langkah ini tidak dapat di skip jadi saya mentok di situ, tolong di perbaiki merugikan saya karena tugas tugas saya disitu",2023-12-14 11:28:41,negatif
Pengguna Google,1,Ga bisa dapet dapet email tololll,2023-12-13 19:35:51,negatif
Pengguna Google,1,"Kenapa kalo pas ujian yg gak buka tab lain yang cuma nyalain hotspot ke deteksi curang malah yang tab lain nya jadi layar pop up, layar ngambang gak ke deteksi curang. Kan curang namanya kesian sama yang bener2 jujur yang cuma nyalain hotspot buat bantuin temennya malah ke deteksi curang, kalo mau ya semuanya aja mau layar pop up layar apapun itu ya harusnya ke deteksi curang Tolong dong di tingkatkan lagi",2023-12-10 12:53:40,negatif
Pengguna Google,5,"Apaan dah hak ases dibatasi,lihat kelas juga ga bisa",2023-12-07 19:15:50,positif
Pengguna Google,1,"Ga guna, percuma ngerjain tugas, tiba tiba log out sendiri begitu masuk tugas tugas yang udah di kerjain jadi muncul lagi jawaban kemrin hilang",2023-12-05 10:38:02,negatif
Pengguna Google,2,Aplikasinya tidak bisa douwload Pas sudah lama tidak di pake pas masuk harus masukan passwort lagi Susah pokoknya,2023-12-05 10:21:46,negatif
Pengguna Google,2,"untuk Verifikasi akun google gajelas, padahal sudah masukin kode dgn benar malah gabisa masuk dgn keterangan ""gagal mengganti email"" padahal email dan kode verifikasi sudah benar dan sesuai.",2023-12-04 19:37:05,negatif
Pengguna Google,5,Sangat membantu dan mantap,2023-12-03 14:08:31,positif
Pengguna Google,1,"Saya tidak menerima kode Verifikasi pakai akun lain juga sama, andai edlink ngak ada tugas ku udah kekumpul dari kemarin",2023-12-03 13:54:38,negatif
Pengguna Google,2,Materi yg dibagi dosen dan tugas yg teman kirim di edlin akun saya tidak muncul,2023-12-01 11:11:26,negatif
Pengguna Google,1,Kenapa di HP saya tidak bisa install ka?🙏,2023-11-30 23:21:45,negatif
Pengguna Google,5,Bagus sekali aku jadi mudah dalam mengumpulkan tugas kuliah,2023-11-30 15:34:28,positif
Pengguna Google,1,akun saya keluar sendiri dan tugas yg dikirim dosen tidak muncul mohon solusinya,2023-11-30 11:59:32,negatif
Pengguna Google,4,"Menurut saya, apknya udah bagus dan membantu.. cuman gatau sayanya yang belum tahu, di fitur quiz, setelah kita menyelesaikan quiz, kita ga bisa check soal yang salah.. jadi kalau bisa, siswa diberi akses untuk bisa check jawaban yang benar dan yang salah🙏🏻",2023-11-30 08:41:03,positif
Pengguna Google,2,"Kenapa ya tiba-tiba data yang saya miliki hilang setelah saya mengupdate aplikasi , setelah masuk kembali ,saya tidak bisa membuka tugas-tugas yang di kirim oleh dosen ?🥺🥺🥺",2023-11-28 19:19:54,negatif
Pengguna Google,2,"Setelah update apk nya crash, login balik semua tugas yg udah kekumpul malah hilang semua?????",2023-11-28 11:59:09,negatif
Pengguna Google,1,"APK gaje, tiba"" keluar sendiri pas mau login lagi. Gabisa karena ID & PW salah semua, kacaw",2023-11-28 06:50:20,negatif
Pengguna Google,1,"Tolong perbaiki, saya tidak bisa mengirim kan tugas padahal saya sudah mengirim nya, tolong di perbaiki",2023-11-27 19:53:59,negatif
Pengguna Google,4,"Min, kenapa edlink suka logout sendiri? Sebelumnya beberapa kali ke log out tpi bisa masuk pake google trus langsung ke sambung sama kampus, tpi ini saya ke log out lagi tpi harus nyambungin secara manual pake username sama pw, sedangkan akun itu susah masuk jika harus pakai username dan pw. Trus tugas-tugasnya juga notifikasi nya ga masuk, tugas-tugas yg dikirim dosen ke edlink ga ada yg masuk, padahal tugas itu deadline nya cuma 1 jam",2023-11-27 10:51:18,positif
Pengguna Google,5,"setelah update tiba-tiba crash,,, ketika aplikasi dibuka setelah update,,,, data-data kosong,,,, data-data tugas dan lainnya hilang semuanya, tolong diperbaiki dan diperiksa lagi,,,, kasihan pelajar-pelajar yang memakai aplikasi ini,,dan lagipula ini juga aplikasi yang banyak dipakai🐒💩👎",2023-11-26 09:54:35,positif
Pengguna Google,5,Terimakasih sevima sudah fast respon 💖,2023-11-25 19:34:06,positif
Pengguna Google,1,"Kok bisa""nya abis logout pas masuk lagi ke aplikasi semua data hilang tugas dan modul dari dosen tbtb ga ada, pdhl blom gw kerjain😢",2023-11-25 02:20:12,negatif
Pengguna Google,1,"Setelah di update tidak bisa login lagi selalu keluar"", sudah di loguot pun sama saja...",2023-11-24 10:00:32,negatif
Pengguna Google,1,"tolong diperbaiki dong data data tugas saya hilang semua nih, saya dari ibik 57",2023-11-24 09:45:30,negatif
Pengguna Google,1,Tolong pihak edlink kenapa ini tugas saya yg sudah saya kumpulkan dari awal kenapa pas sudah terupgrade jadi hilang tugas saya yg sdh dikumpulkan tolong diperbaiki segera,2023-11-24 09:09:50,negatif
Pengguna Google,1,"Akun tiba-tiba keluar sendiri, kalau login ulang email sama password salah padahal biasanya betul, sdh dari kemarin tetap gak bisa login walaupun udah login pake akun google tetap tdk bisa, apk sudah di update tetap tdk bisa, kalau masuk semua data-data bahkan tugas semuanya hilang, tolong secepatnya di perbaiki karna sangat merugikan bagi mahasiswa yg menggunakannya apalagi kalau kumpul tugas🙏🙏",2023-11-24 08:45:14,negatif
Pengguna Google,1,Error mulu,2023-11-23 18:37:58,negatif
Pengguna Google,5,"Akun edlink saya tiba² logout padahal ngga diapa-apain. Ketika saya sudah login kembali, malah semua datanya hilang 404 Not Found. Ini kenapa ya, min admin? Tolong solusinya bagaimana? Tolong dong ini saya bagimana mau mengikuti perkuliahan & unduh file tugas kalau begini...😭 Setelah saya komplain langsung ditangani...selesai 1hari.... Terima kasih 🙏",2023-11-23 15:02:52,positif
Pengguna Google,1,Update ter Baru buat data yang ada sebelumnya hilang sehingga saya kesulitan untuk mencari metri perkuliahan yang saya butuhkan tolong segera diperbaiki,2023-11-23 13:18:37,negatif
Pengguna Google,5,cepat sekali responnya,2023-11-23 13:07:49,positif
Pengguna Google,1,Akun saya keluar mulu. Biasanya datanya aman sekarang udah ilang semua kelas kelas saya. Solusinya gimana min???,2023-11-23 07:38:18,negatif
Pengguna Google,1,Ini gimana ya tiba-tiba keluar terus pas udah bisa masuk lagi tugas sama kelasnya hilang,2023-11-23 00:54:34,negatif
Pengguna Google,5,Akun keluar dan tiba tiba nilai hilang semua dan tugas juga tidak terkumpul admin cepat dalam respon saat terjadi masalah,2023-11-23 00:47:41,positif
Pengguna Google,5,"Ga suka,, banyak banget masalah sama aplikasinya Saya lagi ada quiz malah ngga bisa kebuka tolong dong sistemnya di perbagus lagi supaya ga sering log out dan ngga terjadi hal yg sama ke yg lain",2023-11-22 17:16:17,positif
Pengguna Google,1,"Aplikasi gak jelas, tiba2 akunnya keluar sendiri, padahal akun siakad udah disambungkan ke email, tapi pas login pakai email, akun siakadnya malah gak ada",2023-11-22 16:09:46,negatif
Pengguna Google,1,biasa eror pak,2023-11-22 13:52:32,negatif
Pengguna Google,2,"Hbis diperbarui semua data hilang, jadwal gak muncul",2023-11-22 13:42:50,negatif
Pengguna Google,1,"Buka di leptop = Klas dan lain2 tidak di temukan status mahasiswa, saat buka di hp status tamu = klas, dll tidak ditemukan. Sering logout sendiri",2023-11-22 13:06:48,negatif
Pengguna Google,1,"Aplikasi rusak, hak akses dibatasi tiba-tiba, padahal sebelumnya aman"" aja.. Gw duga apknya tidak melindungi privasi data pengguna",2023-11-22 11:14:19,negatif
Pengguna Google,5,Mantapp,2023-11-22 09:53:20,positif
Pengguna Google,5,"Aplikasinya bagus,banyak fiturnya dan juga mudah untuk menggunakannya",2023-11-21 19:56:49,positif
Pengguna Google,5,edlink saya sudah bisa kembali. terima kasih min,2023-11-21 16:29:20,positif
Pengguna Google,1,Woiii knapa maintenance ini mau ngompol tugasssssss,2023-11-20 23:30:27,negatif
Pengguna Google,2,Ngebugnya ya ampun lamanya bukan main,2023-11-20 23:21:00,negatif
Pengguna Google,1,Sangat lemot sekali nilai UTS ku jadi kecil gara gara keluar sendiri di apknya,2023-11-20 13:57:10,negatif
Pengguna Google,5,"Bagus sih membantu dalam perkuliahan, tetapiterkadang ketika lama ga di gunakan keluar keluar sendiri (logout)",2023-11-19 12:08:31,positif
Pengguna Google,1,"Buka ed link langsung keluar dari akun, masuk via email password salah, mau ganti password, verifikasi di website edlink.id, pas buka untuk login dialihkan ke aplikasi, begitu terus. Niat nggk memudahkan user 😞",2023-11-18 14:56:42,negatif
Pengguna Google,5,Mantap lahh untuk kuliahan,2023-11-10 13:55:24,positif
Pengguna Google,5,Aplikasinya bagus sekali Bisa membantu mahasiswa dalam kegiatan perkuliahan,2023-11-07 14:54:31,positif
Pengguna Google,2,Masih banyak tab yang bug tolong di rapihkan kembali terimakasih,2023-11-03 21:36:44,negatif
Pengguna Google,1,"Mohon min. Untuk pembagian kelompoknya jangan sesuai abjad, semoga ada perubahannya dan ratingnya nanti bagus",2023-10-31 18:35:36,negatif
Pengguna Google,1,ngebug wktu quiz padahal jaringan aman aman saja,2023-10-31 09:46:21,negatif
Pengguna Google,1,Bug nya banyak banget bikin risih,2023-10-31 09:46:15,negatif
Pengguna Google,5,Kasih bintang 5 dah biar uts lancar,2023-10-30 08:03:33,positif
Pengguna Google,1,Jelek. Submit file gak ke upload,2023-10-29 19:11:15,negatif
Pengguna Google,5,"kok akun saya tiba-tiba keluar sendiri dari apk nya padahal ngga di apa-apain, pas masuk lagi malah semua data-datanya pada ilang, gimana nih min tolong dong ini saya gimana mau ngikutin perkuliahan🙏😭 sekarang sudah jadi",2023-10-26 11:00:43,positif
Pengguna Google,5,Cs nya bagus cepat dan tanggap👍👍👍,2023-10-25 19:00:55,positif
Pengguna Google,4,"Sudah oke. Namun masih bug. Bug nya adalah: saya login sbg dosen. Lalu create schedulled meeting room utk sabtu jam 16.00. Meeting singkron dgn google kalendar, tapi schedule di kalendar nya malah muncul untuk hari ini jam 16.00.",2023-10-25 18:10:15,positif
Pengguna Google,5,Very Good,2023-10-24 11:37:37,positif
Pengguna Google,1,Perbaiki bug tiba tiba tidak bisa mengunduh dan Untuk presensi QR Barcode/absensi Adakan fitur ambil gambar dari galeri,2023-10-23 10:42:24,negatif
Pengguna Google,1,"Padahal postingan dosen kok dikirim notif juga ke mahasiswa saat ada yang menanggapi postingan tersebut, ganggu",2023-10-22 14:15:54,negatif
Pengguna Google,1,TAMBAHKAN FITUR ZOOM UNTUK ABSENSI TOLONGGGG DI PRESENSI QR AGAR SAAT ABSEN TIAK HARUS KEDEPAN,2023-10-19 07:31:02,negatif
Pengguna Google,1,"Kok selalu jaringan bermasalah ya? Padahal jaringan saya lancar, jadi saya tidak mengumpul tugas dengan tepat waktu. Mohon perbaiki lagi apknya.",2023-10-18 20:25:15,negatif
Pengguna Google,1,"Kok gak bisa ke buka aplikasi, katanya ""gak ada koneksi internet"" padahal udah forji jaringannya",2023-10-18 18:30:05,negatif
Pengguna Google,1,"Udah hadir 3 pertemuan scane code tetep keterangan nya 0 0 0 0 Terus notif telat muncul, jadwal ngaco dll Apk ini masih prematur udah launching jadi gini dah, bukanya mempermudah malah ribet",2023-10-18 17:44:53,negatif
Pengguna Google,2,"Kok gini amat apkx,,masalah koneksi truss pdahl jriganku bgus lo",2023-10-18 13:28:12,negatif
Pengguna Google,1,"Ini gimana ya? Makin jelek edlink skrng, pdhl kemarin sudah membayar di bank, tpi keterangan transaksi belum berhasil",2023-10-17 15:41:41,negatif
Pengguna Google,1,"Harusnya yaaa setelah pemeliharaan sistem ituuu, aplikasinya semakin bagus tapi ini enggak Malah ngedown dan error' yang merugikan penggunanya Udah mbayar tagihan sesuai yang ditentukan dan nomer tujuan pengiriman juga benar tapi di aplikasi malah ga ke detect Ini gimana yaaa sistemnya, kalau bisa bikin aplikasi jangan merugikan penggunanya",2023-10-17 10:03:32,negatif
Pengguna Google,5,"Tingkatkan lagi, jangan ad masalah lagi👌👌",2023-10-17 09:31:17,positif
Pengguna Google,1,nyusahin,2023-10-16 10:36:51,negatif
Pengguna Google,1,"Tidak bisa buka aplikasi. ""Masalah koneksi tidak terhubung ke internet"". Padahal kuota internet masih ada. Sudah coba buka di perangkat yg berbeda namun hasilnya tetap sama. Apa sedang ada gangguan server/bagaimana?",2023-10-16 09:49:19,negatif
Pengguna Google,2,"Kenapa saya sering dapat gangguan jaringan min, aplikasinya gk bisa dibuka",2023-10-15 18:56:33,negatif
Pengguna Google,1,"ini servernya yg eror atau bagaimana? pas buka aplikasi loading mulu. katanya gk ada jaringan padahal buat buka aplikasi seperti google classroom, zoom, dll aman aman aja.",2023-10-15 11:31:49,negatif
Pengguna Google,1,"tolong dong ini edlink dari tdi saya login tapi tidak bisa masuk, saya punya tugas deadline nya soreee! tolong diperbaiki secepatnyaaaa",2023-10-15 09:53:55,negatif
Pengguna Google,1,apk rusakkkk,2023-10-12 14:05:39,negatif
Pengguna Google,1,"masih ada bug, suka keluar sendiri",2023-10-11 09:41:41,negatif
Pengguna Google,5,Sangat membantu.. 😍,2023-10-09 14:03:10,positif
Pengguna Google,5,Keren,2023-10-08 17:01:14,positif
Pengguna Google,1,Dipakenya jadi enggak jelas kaya dulu,2023-10-06 21:31:13,negatif
Pengguna Google,4,tolong dibagian absensi agar diperbaiki dong padahal masuk kelas terus dan absen juga selalu ditick dosen tapi kenapa di kehadiran saya 0 semua. Sudah saya unistall dan reinstall tapi masih begitu 🥲,2023-09-30 18:10:49,positif
Pengguna Google,2,Selalu ngelag aplikasi nya disaat ada tugas yang harus dikerjakan tidak langsung masuk delay beberapa hari,2023-09-29 21:00:30,negatif
Pengguna Google,5,Apk ini sangat membantu para maha siswa stikes panti rapih Yogyakarta untuk memgakses materi mata kuliah dan masih banyak lagi 🙏,2023-09-26 15:21:37,positif
Pengguna Google,1,"Masih kurang sinkron dengan SIADIKNONA kampus, ada beberapa kelas yang tidak muncul, nilai di KHS/KRS juga.",2023-09-24 00:07:44,negatif
Pengguna Google,1,"Gabisa ubah profil aneh bgt, pdhl penting buat nandain kita dari orang lain dlm bukti pengiriman tugas",2023-09-21 06:38:05,negatif
Pengguna Google,2,"Kenapa edlink suka tibatiba ke log out sendirii, dan tibatiba ngga bisa absen jugaa:))))))",2023-09-18 13:33:57,negatif
Pengguna Google,1,Tiba tiba EdLink saya error,2023-09-18 11:06:25,negatif
Pengguna Google,5,Semenjak di update gak bisa log in terus padahal email sudah benar...,2023-09-17 21:51:51,positif
Pengguna Google,1,EdLink saya tidak bisa login/ dibuka,2023-09-17 18:29:35,negatif
Pengguna Google,1,Tolong dong untuk presensi buat ambil kode barcode lewat foto yang tersimpan saya kalau tidak ada fitur itu jadi kesulitan karena hp saya 1 dan keadaannya saya sedang sendirian di jalan tolong buat fitur itu,2023-09-16 17:19:16,negatif
Pengguna Google,4,shifa,2023-09-12 22:02:22,positif
Pengguna Google,5,"maaf saya tarik kembali bintang satunya, maaf ya, tugasku sudah kelihatan tadi tidak padahal karena loadingnya lama, mamaku bilang kalau kita harus jujur, terimakasih atas aplikasinya",2023-09-12 19:35:18,positif
